,code,name,reservedPerShare,bvps,perundp,trade,total,end
1131,300144,宋城演艺,1.7,4.31,1.51,22.99,7.52,15.47
282,600271,航天信息,0.12,4.66,2.84,23.1,7.62,15.48
2400,2555,三七互娱,0.45,2.02,0.55,18.52,3.02,15.5
1183,300376,易事特,3.32,6.02,1.55,26.45,10.89,15.56
1167,2551,尚荣医疗,1.85,4.05,1.19,22.65,7.09,15.56
2377,300335,迪森股份,0.9,2.81,0.86,20.16,4.57,15.59
978,600804,鹏博士,1.5,4.3,1.7,23.1,7.5,15.6
2853,300293,蓝英装备,0.59,2.4,0.72,19.32,3.71,15.61
671,2609,捷顺科技,0.03,1.71,0.56,17.92,2.3,15.62
723,603899,晨光文具,0.3,2.54,1.07,19.53,3.91,15.62
630,300121,阳谷华泰,0.49,2.12,0.75,18.99,3.36,15.63
2749,300125,易世达,6.87,9.05,0.96,32.53,16.88,15.65
2932,600898,三联商社,0.18,1.44,0.15,17.46,1.77,15.69
235,300415,伊之密,0.95,3.36,1.17,21.17,5.48,15.69
1337,613,大东海A,0.15,0.21,-0.94,15.12,-0.58,15.7
2021,300360,炬华科技,0.13,3.4,2.09,21.32,5.62,15.7
2015,300298,三诺生物,1.23,3.72,1.19,21.86,6.14,15.72
1444,2119,康强电子,1.19,3.32,0.93,21.2,5.44,15.76
1844,687,华讯方舟,1.1,1.73,-0.39,18.22,2.44,15.78
1139,2696,百洋股份,2.66,5.65,1.86,25.95,10.17,15.78
2668,2200,云投生态,4.2,4.62,-0.8,23.81,8.02,15.79
1057,300011,鼎汉技术,1.78,4.0,1.14,22.72,6.92,15.8
709,300054,鼎龙股份,2.47,4.57,1.11,23.95,8.15,15.8
2109,300173,智慧松德,1.39,2.76,0.33,20.29,4.48,15.81
2281,2750,龙津药业,0.0,1.63,0.54,18.0,2.17,15.83
2828,600213,亚星客车,1.55,0.5,-2.26,15.63,-0.21,15.84
171,300275,梅安森,1.48,3.21,0.66,21.24,5.35,15.89
2318,300127,银河磁体,1.54,3.3,0.48,21.25,5.32,15.93
1261,300420,五洋科技,2.86,4.52,0.61,23.93,7.99,15.94
2572,300322,硕贝德,0.2,1.44,0.19,17.81,1.83,15.98
2348,2085,万丰奥威,0.04,2.67,1.52,20.22,4.23,15.99
2250,892,星美联合,0.21,0.01,-1.21,15.0,-0.99,15.99
1441,600654,中安消,0.78,2.32,0.41,19.5,3.51,15.99
314,300333,兆日科技,1.15,2.54,0.3,19.98,3.99,15.99
2334,2070,众和股份,0.0,1.19,0.14,17.38,1.33,16.05
1853,895,双汇发展,0.55,3.96,1.85,22.41,6.36,16.05
2926,2229,鸿博股份,3.19,4.88,0.57,24.7,8.64,16.06
2756,2027,分众传媒,0.02,0.76,0.69,17.53,1.47,16.06
1113,300330,华虹计通,1.15,2.39,0.18,19.79,3.72,16.07
2850,603968,醋化股份,1.94,6.03,2.41,26.46,10.38,16.08
1354,600250,南纺股份,0.74,1.07,-1.0,16.91,0.81,16.1
377,300075,数字政通,1.3,3.55,1.11,22.07,5.96,16.11
1382,603099,长白山,1.07,3.46,1.2,21.89,5.73,16.16
2494,2714,牧原股份,0.91,4.93,2.89,24.9,8.73,16.17
2025,2241,歌尔股份,1.34,6.74,3.74,28.0,11.82,16.18
218,603828,柯利达,2.89,5.48,1.81,26.38,10.18,16.2
382,695,滨海能源,0.34,1.43,-0.01,18.0,1.76,16.24
186,2619,巨龙管业,2.7,4.16,0.44,23.55,7.3,16.25
273,300016,北陆药业,0.97,2.96,0.85,21.05,4.78,16.27
601,300001,特锐德,0.85,2.59,0.65,20.37,4.09,16.28
992,300433,蓝思科技,1.47,6.24,3.45,27.46,11.16,16.3
499,2188,巴士在线,5.52,6.76,0.21,28.8,12.49,16.31
2175,600781,辅仁药业,0.73,2.09,0.25,19.41,3.07,16.34
311,300034,钢研高纳,0.77,3.02,1.08,21.22,4.87,16.35
102,300278,华昌达,1.27,2.85,0.56,21.05,4.68,16.37
2576,2290,禾盛新材,3.19,4.96,0.59,25.12,8.74,16.38
2203,300309,吉艾科技,1.0,2.96,0.77,21.13,4.73,16.4
2941,600822,上海物贸,3.39,1.07,-3.67,17.19,0.79,16.4
487,977,浪潮信息,1.67,4.17,1.29,23.54,7.13,16.41
1409,600097,开创国际,0.13,3.17,0.63,20.36,3.93,16.43
1284,600826,兰生股份,0.33,9.2,3.92,29.88,13.45,16.43
2927,600678,四川金顶,0.87,0.02,-1.95,15.39,-1.06,16.45
2037,2405,四维图新,0.82,2.56,0.79,20.66,4.17,16.49
567,300134,大富科技,6.31,7.67,0.24,30.74,14.22,16.52
2303,2417,三元达,1.51,1.39,-1.23,18.19,1.67,16.52
2978,603299,井神股份,1.58,3.48,0.79,22.38,5.85,16.53
2703,600486,扬农化工,2.63,10.65,6.02,35.85,19.3,16.55
1208,600767,运盛医疗,0.11,0.69,-0.43,16.92,0.37,16.55
1667,2414,高德红外,3.31,5.16,0.6,25.64,9.07,16.57
217,300245,天玑科技,0.74,2.93,1.06,21.31,4.73,16.58
1997,300435,中泰股份,0.64,2.81,1.13,21.18,4.58,16.6
36,600608,上海科技,1.34,-0.03,-2.51,15.41,-1.2,16.61
1315,617,*ST济柴,0.15,1.11,-0.34,17.57,0.92,16.65
661,681,视觉中国,2.28,3.14,0.75,22.83,6.17,16.66
1076,300383,光环新网,6.62,8.18,0.5,31.96,15.3,16.66
2346,601811,新华文轩,2.12,6.52,1.75,27.05,10.39,16.66
2784,2301,齐心集团,1.0,3.2,1.1,22.0,5.3,16.7
1004,2446,盛路通信,3.47,5.5,0.96,26.67,9.93,16.74
152,600756,浪潮软件,3.18,6.09,1.66,27.7,10.93,16.77
2407,300023,宝德股份,1.87,3.21,0.32,22.2,5.4,16.8
324,600258,首旅酒店,0.19,5.31,3.13,25.44,8.63,16.81
2525,2205,国统股份,4.5,7.6,1.82,30.73,13.92,16.81
1443,300124,汇川技术,0.51,2.77,1.11,21.21,4.39,16.82
929,600833,第一医药,0.29,3.25,0.68,21.08,4.22,16.86
1829,952,广济药业,0.24,2.53,0.99,20.65,3.76,16.89
1295,2409,雅克科技,1.76,4.11,1.19,23.97,7.06,16.91
891,2108,沧州明珠,0.7,3.36,1.41,22.39,5.47,16.92
367,300122,智飞生物,0.13,1.56,0.38,19.0,2.07,16.93
1262,300464,星徽精密,0.59,2.38,0.76,20.66,3.73,16.93
899,2370,亚太药业,5.87,8.0,0.96,31.8,14.83,16.97
799,603718,海利生物,0.23,1.5,0.19,18.94,1.92,17.02
878,300388,国祯环保,2.43,4.76,1.64,25.87,8.83,17.04
7,2823,凯中精密,0.0,4.69,0.0,21.75,4.69,17.06
2096,2590,万安科技,1.71,3.53,0.75,23.06,5.99,17.07
750,300046,台基股份,3.97,5.5,0.24,26.78,9.71,17.07
2818,603069,海汽集团,1.14,3.22,0.91,22.36,5.27,17.09
1202,300130,新国都,2.84,5.93,1.99,27.86,10.76,17.1
683,300234,开尔新材,1.43,3.46,0.91,22.92,5.8,17.12
2483,504,*ST生物,0.27,-0.1,-1.49,15.81,-1.32,17.13
1042,600521,华海药业,0.96,3.91,1.69,23.69,6.56,17.13
1942,600275,武昌鱼,0.26,0.32,-0.99,16.78,-0.41,17.19
259,300339,润和软件,6.95,9.03,1.25,34.43,17.23,17.2
1758,989,九 芝 堂,2.03,4.54,1.3,25.08,7.87,17.21
2698,2112,三变科技,0.43,2.57,0.97,21.18,3.97,17.21
2194,600549,厦门钨业,3.11,6.09,1.57,28.06,10.77,17.29
2140,600650,锦江投资,0.61,5.71,2.07,25.69,8.39,17.3
2192,65,北方国际,2.22,5.05,1.97,26.57,9.24,17.33
1521,600663,陆家嘴,0.25,4.2,2.04,23.82,6.49,17.33
2783,600113,浙江东日,0.0,1.73,0.72,19.83,2.45,17.38
896,300476,胜宏科技,1.53,3.67,1.17,23.75,6.37,17.38
2812,2387,黑牛食品,1.16,1.65,-0.55,19.64,2.26,17.38
165,2022,科华生物,0.57,3.56,1.66,23.2,5.79,17.41
548,300096,易联众,0.09,1.63,0.49,19.64,2.21,17.43
2938,2752,昇兴股份,0.38,2.38,0.95,21.15,3.71,17.44
2659,2036,联创电子,0.76,2.65,0.78,21.64,4.19,17.45
2290,600615,丰华股份,2.32,2.58,-1.08,21.29,3.82,17.47
2598,2775,文科园林,2.08,5.08,1.79,26.42,8.95,17.47
1868,418,小天鹅Ａ,1.88,9.04,5.53,33.93,16.45,17.48
1016,2153,石基信息,1.51,4.54,1.98,25.55,8.03,17.52
2692,2395,双象股份,2.39,4.62,1.06,25.62,8.07,17.55
818,2380,科远股份,5.79,8.07,1.12,32.54,14.98,17.56
916,638,万方发展,0.3,0.71,-0.61,17.97,0.4,17.57
2061,2252,上海莱士,0.7,2.37,0.63,21.3,3.7,17.6
766,300392,腾信股份,0.21,2.26,0.93,21.01,3.4,17.61
2583,2113,天润数娱,0.4,1.23,-0.25,19.0,1.38,17.62
1954,600107,美尔雅,0.44,1.44,-0.07,19.46,1.81,17.65
2849,600689,上海三毛,1.05,1.61,-0.66,19.66,2.0,17.66
1566,600158,中体产业,0.03,1.84,0.66,20.19,2.53,17.66
126,300230,永利股份,7.14,9.64,1.41,35.86,18.19,17.67
64,639,西王食品,1.42,4.2,1.59,24.92,7.21,17.71
2420,411,英特集团,0.17,3.53,2.24,23.67,5.94,17.73
132,600783,鲁信创投,1.55,4.98,2.19,26.46,8.72,17.74
1247,600119,长江投资,1.08,3.04,0.83,22.74,4.95,17.79
216,2364,中恒电气,1.89,4.09,1.15,24.92,7.13,17.79
435,300153,科泰电源,1.55,2.93,0.32,22.6,4.8,17.8
2095,2159,三特索道,3.33,6.27,1.49,28.9,11.09,17.81
994,300306,远方光电,1.94,4.65,1.52,25.94,8.11,17.83
881,300103,达刚路机,1.5,4.01,1.31,24.67,6.82,17.85
455,300221,银禧科技,0.35,2.23,0.83,21.28,3.41,17.87
123,300183,东软载波,1.93,5.31,2.09,27.21,9.33,17.88
399,2690,美亚光电,0.59,2.87,0.96,22.33,4.42,17.91
351,2175,东方网络,0.7,1.87,0.14,20.62,2.71,17.91
2421,2596,海南瑞泽,3.96,6.38,1.31,29.57,11.65,17.92
2979,2346,柘中股份,1.0,3.72,1.28,23.94,6.0,17.94
1265,2631,德尔未来,0.18,2.16,0.88,21.18,3.22,17.96
2396,600750,江中药业,1.83,8.3,4.9,33.01,15.03,17.98
517,2201,九鼎新材,1.74,3.46,0.62,23.83,5.82,18.01
1434,2324,普利特,2.14,7.6,3.89,31.65,13.63,18.02
2329,2209,达 意 隆,1.15,3.25,0.94,23.38,5.34,18.04
2141,300342,天银机电,1.45,3.55,0.92,23.97,5.92,18.05
834,300024,机器人,1.7,3.45,0.66,23.86,5.81,18.05
858,938,紫光股份,20.2,22.87,0.92,62.11,43.99,18.12
788,300188,美亚柏科,1.5,3.5,0.9,24.04,5.9,18.14
1010,2673,西部证券,1.95,4.4,0.69,25.18,7.04,18.14
1461,603939,益丰药房,5.53,7.99,1.39,33.06,14.91,18.15
2498,300465,高伟达,0.9,1.75,0.55,21.36,3.2,18.16
34,603977,国泰集团,0.43,3.96,1.55,24.1,5.94,18.16
2332,600605,汇通能源,1.21,3.9,1.14,24.42,6.25,18.17
1041,2717,岭南园林,3.1,5.88,1.65,28.84,10.63,18.21
2714,600272,开开实业,0.06,1.95,0.37,20.6,2.38,18.22
422,300437,清水源,3.36,5.3,0.83,27.73,9.49,18.24
2743,2435,长江润发,0.87,4.39,0.43,23.94,5.69,18.25
107,869,张 裕Ａ,0.83,11.74,9.43,40.26,22.0,18.26
256,300253,卫宁健康,1.03,2.72,0.63,22.65,4.38,18.27
1356,14,沙河股份,0.05,3.42,1.29,23.04,4.76,18.28
2721,600559,老白干酒,1.56,3.6,0.85,24.3,6.01,18.29
1975,995,*ST皇台,1.45,0.09,-2.4,17.44,-0.86,18.3
421,600715,文投控股,1.78,2.65,-0.13,22.61,4.3,18.31
241,2731,萃华珠宝,2.67,7.26,3.39,31.64,13.32,18.32
1419,2664,信质电机,1.1,4.11,1.82,25.36,7.03,18.33
1714,815,美利云,2.82,2.73,-1.19,22.69,4.36,18.33
616,603869,北部湾旅,5.38,8.35,0.81,32.9,14.54,18.36
2655,2424,贵州百灵,0.1,1.99,0.78,21.27,2.87,18.4
189,300115,长盈精密,1.4,4.21,1.67,25.69,7.28,18.41
2965,953,河池化工,0.15,-0.17,-1.44,16.97,-1.46,18.43
255,603328,依顿电子,2.94,9.16,4.92,35.46,17.02,18.44
2242,300310,宜通世纪,3.31,5.23,0.86,27.85,9.4,18.45
1360,600088,中视传媒,0.97,3.41,1.05,23.9,5.43,18.47
329,300231,银信科技,0.39,1.65,0.43,20.95,2.47,18.48
2425,2716,金贵银业,1.04,4.14,1.81,25.48,6.99,18.49
2314,2149,西部材料,6.85,7.95,-0.1,33.22,14.7,18.52
1840,925,众合科技,2.99,3.73,-0.25,25.02,6.47,18.55
582,777,中核科技,0.68,3.21,1.12,23.56,5.01,18.55
2590,70,特发信息,3.06,5.32,1.14,28.1,9.52,18.58
804,600774,汉商集团,0.74,3.26,1.08,23.66,5.08,18.58
1296,603315,福鞍股份,1.44,3.27,0.71,24.0,5.42,18.58
2953,2234,民和股份,2.85,3.73,-0.52,24.64,6.06,18.58
2774,600766,园城黄金,1.06,0.24,-1.79,18.1,-0.49,18.59
2383,603566,普莱柯,1.29,4.52,2.0,26.4,7.81,18.59
2322,300161,华中数控,3.01,4.82,0.62,27.07,8.45,18.62
846,2741,光华科技,0.24,2.16,0.85,21.87,3.25,18.62
1852,826,启迪桑德,2.63,8.67,4.05,34.0,15.35,18.65
560,2522,浙江众成,0.31,1.61,0.23,20.83,2.15,18.68
1388,600571,信雅达,0.39,2.53,1.02,22.65,3.94,18.71
2889,601500,通用股份,1.02,3.44,1.22,24.44,5.68,18.76
187,600588,用友网络,1.66,3.55,0.57,24.58,5.78,18.8
642,2415,海康威视,0.17,3.52,2.13,24.62,5.82,18.8
2960,2265,西仪股份,0.49,1.67,0.09,21.09,2.25,18.84
1383,2706,良信电器,3.13,5.71,1.49,29.2,10.33,18.87
1322,600977,中国电影,2.26,5.13,1.69,27.98,9.08,18.9
375,603996,中新科技,1.86,4.46,1.43,26.65,7.75,18.9
2003,600511,国药股份,0.19,7.11,5.19,31.41,12.49,18.92
77,712,锦龙股份,0.8,3.99,1.94,25.66,6.73,18.93
1085,738,中航动控,2.33,4.26,0.88,26.41,7.47,18.94
894,300475,聚隆科技,2.17,5.6,2.24,29.0,10.01,18.99
2719,2393,力生制药,9.27,16.32,4.12,48.72,29.71,19.01
2472,2090,金智科技,1.69,4.96,2.0,27.68,8.65,19.03
2005,2356,赫美集团,0.0,5.35,1.1,25.48,6.45,19.03
876,600867,通化东宝,0.82,2.64,0.61,23.12,4.07,19.05
1499,600848,上海临港,2.23,3.67,0.43,25.41,6.33,19.08
2970,603608,天创时尚,3.01,5.34,1.22,28.67,9.57,19.1
1019,2581,未名医药,2.05,3.52,1.03,25.71,6.6,19.11
1232,600749,西藏旅游,2.33,3.22,-0.14,24.58,5.41,19.17
2766,2582,好想你,9.64,12.25,1.37,42.55,23.26,19.29
609,300395,菲利华,1.04,3.96,1.78,26.18,6.78,19.4
2511,779,三毛派神,1.73,0.84,-2.07,19.98,0.5,19.48
699,300314,戴维医疗,0.61,2.55,0.82,23.51,3.98,19.53
2280,300299,富春通信,2.11,3.63,0.49,25.78,6.23,19.55
519,2439,启明星辰,0.5,2.31,0.76,23.15,3.57,19.58
403,300350,华鹏飞,4.07,6.02,0.89,30.59,10.98,19.61
619,300378,鼎捷软件,2.25,4.39,1.16,27.43,7.8,19.63
1038,600850,华东电脑,-0.17,4.2,3.28,26.94,7.31,19.63
2945,300300,汉鼎宇佑,3.01,4.77,0.69,28.11,8.47,19.64
1230,603030,全筑股份,4.59,7.66,1.87,33.78,14.12,19.66
434,600444,国机通用,2.75,2.27,-1.59,23.11,3.43,19.68
2352,300413,快乐购,1.68,3.96,1.11,26.45,6.75,19.7
665,300203,聚光科技,2.12,5.66,2.48,29.99,10.26,19.73
743,300463,迈克生物,1.08,3.92,1.74,26.56,6.74,19.82
1110,300406,九强生物,0.05,2.61,1.4,23.91,4.06,19.85
2085,300308,中际装备,1.08,2.54,0.41,23.9,4.03,19.87
2358,601069,西部黄金,0.8,2.65,0.74,24.06,4.19,19.87
2434,300141,和顺电气,1.81,4.14,1.16,26.99,7.11,19.88
1416,996,中国中期,1.12,2.62,0.35,23.98,4.09,19.89
2664,668,荣丰控股,0.55,4.12,1.81,26.4,6.48,19.92
2667,300455,康拓红外,0.28,2.2,0.81,23.21,3.29,19.92
725,600343,航天动力,1.86,3.42,0.48,25.69,5.76,19.93
1018,300367,东方网力,0.75,2.53,0.73,23.98,4.01,19.97
2642,300052,中青宝,2.27,3.85,0.39,26.49,6.51,19.98
2214,300324,旋极信息,0.11,1.53,0.4,22.03,2.04,19.99
137,881,大连国际,0.82,2.69,0.57,24.08,4.08,20.0
2199,2362,汉王科技,4.58,3.54,-2.15,26.0,5.97,20.03
95,300168,万达信息,0.26,2.02,0.69,23.07,2.97,20.1
1158,300389,艾比森,0.23,2.89,1.48,24.75,4.6,20.15
2565,626,远大控股,2.56,4.75,1.66,29.16,8.97,20.19
541,300359,全通教育,1.67,3.08,0.38,25.33,5.13,20.2
2884,586,汇源通信,0.33,1.21,-0.2,21.56,1.34,20.22
2219,300381,溢多利,3.23,4.59,0.92,28.96,8.74,20.22
2966,300352,北信源,0.02,1.65,0.49,22.38,2.16,20.22
2809,2633,申科股份,2.02,3.47,0.33,26.05,5.82,20.23
1385,300101,振芯科技,0.09,1.55,0.42,22.34,2.06,20.28
458,2189,利达光电,0.93,2.67,0.65,24.58,4.25,20.33
1136,2253,川大智胜,3.51,5.61,0.89,30.36,10.01,20.35
967,600893,中航动力,5.06,7.73,1.54,34.69,14.33,20.36
2305,2691,冀凯股份,2.21,4.27,0.95,27.8,7.43,20.37
2244,603101,汇嘉时代,1.82,4.89,1.93,29.04,8.64,20.4
2672,2114,罗平锌电,2.58,3.11,-0.64,25.47,5.05,20.42
2786,603005,晶方科技,3.59,7.29,2.37,33.71,13.25,20.46
2963,2207,准油股份,0.92,1.47,-0.64,22.25,1.75,20.5
795,2371,七星电子,4.08,6.86,1.63,33.08,12.57,20.51
2563,2724,海洋王,0.92,3.85,1.71,27.0,6.48,20.52
353,2038,双鹭药业,0.01,5.55,4.0,30.13,9.56,20.57
2890,601689,拓普集团,2.24,4.9,1.42,29.13,8.56,20.57
2026,2035,华帝股份,1.11,4.37,1.92,28.0,7.4,20.6
794,2319,乐通股份,0.52,2.42,0.66,24.25,3.6,20.65
1890,568,泸州老窖,0.46,7.56,4.98,33.65,13.0,20.65
302,300009,安科生物,0.96,2.37,0.69,24.69,4.02,20.67
658,603006,联明股份,0.84,4.1,2.32,27.99,7.26,20.73
551,603158,腾龙股份,1.28,4.04,1.65,27.7,6.97,20.73
294,300248,新开普,1.23,3.03,0.72,25.72,4.98,20.74
1280,603018,中设集团,4.0,8.73,3.48,36.95,16.21,20.74
1047,600262,北方股份,2.38,5.84,0.41,29.39,8.63,20.76
1884,603698,航天工程,2.57,5.4,1.56,30.36,9.53,20.83
1155,2292,奥飞娱乐,1.12,3.6,1.35,26.96,6.07,20.89
856,555,神州信息,1.22,3.64,1.32,27.1,6.18,20.92
2536,603789,星光农机,2.97,5.52,1.22,30.64,9.71,20.93
1081,2223,鱼跃医疗,3.68,7.24,2.33,34.25,13.25,21.0
2677,2643,万润股份,7.18,10.34,1.85,40.38,19.37,21.01
908,2230,科大讯飞,2.89,4.99,1.02,29.93,8.9,21.03
372,300338,开元仪器,1.14,3.0,0.73,25.9,4.87,21.03
1435,300498,温氏股份,1.31,6.75,4.19,33.29,12.25,21.04
1761,590,启迪古汉,0.68,0.98,-0.91,21.82,0.75,21.07
234,300250,初灵信息,4.8,6.89,1.01,33.79,12.7,21.09
1332,601888,中国国旅,4.93,12.46,6.23,44.78,23.62,21.16
1450,600980,北矿科技,1.8,3.29,0.27,26.56,5.36,21.2
2362,2645,华宏科技,5.12,7.35,1.06,34.74,13.53,21.21
2534,603309,维力医疗,1.54,4.19,1.52,28.46,7.25,21.21
2976,300402,宝色股份,1.11,3.01,0.74,26.07,4.86,21.21
580,603808,歌力思,3.9,6.55,1.71,33.41,12.16,21.25
2952,923,河北宣工,0.83,1.96,-0.12,23.93,2.67,21.26
1143,300196,长海股份,5.58,10.4,3.53,40.77,19.51,21.26
932,2737,葵花药业,4.0,8.4,2.97,36.65,15.37,21.28
2925,603555,贵人鸟,1.37,3.73,1.07,27.48,6.17,21.31
2954,603022,新通联,0.67,2.89,1.13,26.08,4.69,21.39
2555,603568,伟明环保,0.27,2.71,1.35,25.8,4.33,21.47
411,532,力合股份,0.07,2.03,0.81,24.4,2.91,21.49
2653,2618,丹邦科技,2.45,4.55,1.0,29.5,8.0,21.5
2636,300114,中航电测,0.99,3.35,1.01,26.86,5.35,21.51
1266,34,神州数码,3.64,3.94,-0.83,28.32,6.75,21.57
790,300418,昆仑万维,0.84,2.73,1.13,26.28,4.7,21.58
666,300397,天和防务,2.2,4.9,1.6,30.3,8.7,21.6
1386,2568,百润股份,0.0,1.0,-0.12,22.5,0.88,21.62
843,300444,双杰电气,1.09,2.92,0.95,26.6,4.96,21.64
2832,300209,天泽信息,5.07,6.7,0.56,33.98,12.33,21.65
2711,300063,天龙集团,5.58,7.54,0.9,35.68,14.02,21.66
2287,300346,南大光电,4.11,7.43,2.07,35.3,13.61,21.69
1165,600885,宏发股份,1.25,6.18,3.34,32.48,10.77,21.71
2107,2594,比亚迪,8.96,18.54,6.09,55.39,33.59,21.8
233,2592,八菱科技,4.23,7.18,1.58,34.79,12.99,21.8
875,2769,普路通,0.73,3.04,1.37,26.94,5.14,21.8
1756,2768,国恩股份,0.94,3.25,1.19,27.21,5.38,21.83
341,603843,正平股份,0.93,2.99,0.88,26.64,4.8,21.84
2859,2695,煌上煌,1.23,3.16,0.85,27.09,5.24,21.85
2282,2094,青岛金王,1.99,4.43,1.26,29.55,7.68,21.87
274,2699,美盛文化,4.75,6.7,0.89,34.26,12.34,21.92
2034,300453,三鑫医疗,1.02,3.45,1.28,27.69,5.75,21.94
1188,603589,口子窖,1.63,6.95,3.99,34.52,12.57,21.95
1475,601966,玲珑轮胎,2.22,6.41,2.85,33.46,11.48,21.98
853,600976,健民集团,1.97,6.56,2.67,33.19,11.2,21.99
1366,300156,神雾环保,0.35,2.24,0.85,25.44,3.44,22.0
1297,300176,鸿特精密,2.98,5.78,1.59,32.43,10.35,22.08
621,2192,融捷股份,1.97,2.82,-0.21,26.68,4.58,22.1
821,2294,信立泰,0.17,4.78,3.21,30.27,8.16,22.11
2683,502,绿景控股,0.12,0.79,-0.37,22.67,0.54,22.13
1466,603558,健盛集团,2.92,4.93,0.92,30.97,8.77,22.2
2669,601127,小康股份,1.22,4.07,1.77,29.26,7.06,22.2
1117,300460,惠伦晶体,1.53,3.89,1.22,28.9,6.64,22.26
1101,600699,均胜电子,3.1,6.04,2.47,33.88,11.61,22.27
508,300212,易华录,4.24,6.74,1.37,34.66,12.35,22.31
1368,603118,共进股份,8.63,11.59,2.21,44.78,22.43,22.35
239,603588,高能环境,2.74,5.68,2.14,33.04,10.56,22.48
2450,2623,亚玛顿,9.29,13.73,3.02,48.58,26.04,22.54
2929,2738,中矿资源,1.33,3.22,1.85,28.97,6.4,22.57
964,300490,华自科技,0.99,2.8,0.72,27.09,4.51,22.58
539,300425,环能科技,3.63,6.23,1.4,33.89,11.26,22.63
249,2753,永东股份,2.3,6.0,2.42,33.35,10.72,22.63
181,2728,特一药业,1.19,4.29,1.87,30.0,7.35,22.65
1211,2227,奥 特 迅,1.41,3.51,0.84,28.48,5.76,22.72
1603,300282,汇冠股份,4.64,5.84,0.16,33.41,10.64,22.77
1429,2669,康达新材,1.15,3.83,1.51,29.26,6.49,22.77
1949,300235,方直科技,0.4,2.22,0.72,26.2,3.34,22.86
2691,2667,鞍重股份,2.42,5.5,1.83,32.62,9.75,22.87
2097,300440,运达科技,2.41,5.48,1.85,32.63,9.74,22.89
101,603778,乾景园林,1.62,4.57,1.77,30.87,7.96,22.91
2509,2499,科林环保,1.86,3.71,0.74,29.25,6.31,22.94
335,300202,聚龙股份,0.18,3.03,1.64,27.79,4.85,22.94
2419,300319,麦捷科技,4.07,6.34,1.18,34.58,11.59,22.99
1174,300136,信维通信,0.14,1.8,0.62,25.6,2.56,23.04
11,300563,神宇股份,0.41,4.51,2.03,30.0,6.95,23.05
1899,603311,金海环境,1.0,3.09,1.02,28.19,5.11,23.08
1783,2260,德奥通航,0.05,1.29,0.15,24.6,1.49,23.11
2604,2765,蓝黛传动,2.75,4.88,0.88,31.68,8.51,23.17
2207,2117,东港股份,1.04,3.99,1.53,29.9,6.56,23.34
754,600566,济川药业,1.95,4.2,1.56,31.05,7.71,23.34
465,2713,东易日盛,1.78,3.43,0.61,29.19,5.82,23.37
2150,601163,三角轮胎,5.15,9.48,2.45,40.5,17.08,23.42
1195,20,深华发Ａ,0.52,1.12,-0.67,24.44,0.97,23.47
557,300296,利亚德,2.96,5.03,1.05,32.53,9.04,23.49
474,600645,中源协和,2.8,4.0,0.14,30.45,6.94,23.51
278,300386,飞天诚信,0.87,3.6,1.54,29.53,6.01,23.52
1898,600038,中直股份,7.18,11.41,2.49,44.62,21.08,23.54
514,300078,思创医惠,1.44,3.26,0.7,28.96,5.4,23.56
257,600420,现代制药,0.25,4.95,3.3,32.15,8.5,23.65
2427,2289,*ST宇顺,9.63,1.89,-8.83,26.35,2.69,23.66
1800,2359,齐星铁塔,1.09,2.14,-0.01,26.9,3.22,23.68
2293,2763,汇洁股份,3.71,7.41,2.42,37.28,13.54,23.74
1779,600612,老凤祥,0.98,9.19,6.3,40.21,16.47,23.74
2787,7,全新好,1.83,1.5,-1.36,25.73,1.97,23.76
1867,300347,泰格医药,1.31,3.25,0.85,29.18,5.41,23.77
2068,603019,中科曙光,2.44,4.27,0.75,31.27,7.46,23.81
1799,2032,苏 泊 尔,0.06,6.65,5.33,35.91,12.04,23.87
2094,600666,奥瑞德,1.63,2.9,0.8,29.22,5.33,23.89
313,2030,达安基因,0.6,1.94,0.22,26.68,2.76,23.92
2036,300486,东杰智能,2.33,4.75,1.25,32.26,8.33,23.93
521,300368,汇金股份,0.41,1.89,0.42,26.7,2.72,23.98
2980,603598,引力传媒,0.23,2.2,0.93,27.35,3.36,23.99
267,600318,新力金融,1.46,5.13,2.28,32.86,8.87,23.99
1883,600146,商赢环球,5.51,5.98,-0.54,34.97,10.95,24.02
397,600385,山东金泰,2.02,0.49,-2.72,23.85,-0.21,24.06
959,2730,电光科技,0.55,2.6,0.94,28.23,4.09,24.14
2508,2407,多氟多,1.96,3.93,0.96,31.0,6.85,24.15
1116,2213,特 尔 佳,0.0,1.76,0.63,26.6,2.39,24.21
2611,2624,完美世界,3.16,5.15,0.9,33.42,9.21,24.21
2908,2055,得润电子,1.41,3.9,1.44,30.98,6.75,24.23
2497,820,金城股份,-0.3,1.9,0.64,26.5,2.24,24.26
175,600847,万里股份,4.23,4.62,-0.61,32.52,8.24,24.28
2816,300280,南通锻压,3.3,4.96,0.55,33.09,8.81,24.28
1120,62,深圳华强,1.34,5.28,2.56,33.48,9.18,24.3
69,150,宜华健康,2.14,5.86,2.68,35.01,10.68,24.33
1050,300286,安科瑞,1.28,4.05,1.59,31.37,6.92,24.45
158,300085,银之杰,0.07,1.37,0.27,26.2,1.71,24.49
2689,603919,金徽酒,2.64,5.64,1.86,34.66,10.14,24.52
635,300354,东华测试,0.77,2.46,0.57,28.38,3.8,24.58
66,300295,三六五网,1.43,5.25,2.53,33.79,9.21,24.58
