,code,name,reservedPerShare,bvps,perundp,trade,total,end
1365,56,皇庭国际,1.55,4.42,1.76,12.7,7.73,4.97
1005,600491,龙元建设,1.17,4.09,1.45,11.69,6.71,4.98
631,600133,东湖高新,0.9,2.73,0.52,9.13,4.15,4.98
1897,600551,时代出版,2.66,8.47,4.2,20.32,15.33,4.99
1892,2177,御银股份,0.04,2.22,1.11,8.36,3.37,4.99
968,600408,安泰集团,1.45,1.1,-1.49,6.07,1.06,5.01
1424,2363,隆基机械,2.8,4.79,0.9,13.51,8.49,5.02
1485,601016,节能风电,1.56,3.03,0.43,10.04,5.02,5.02
1914,795,英洛华,0.94,1.75,-0.24,7.47,2.45,5.02
1184,600526,菲达环保,3.11,4.64,0.47,13.24,8.22,5.02
2553,921,海信科龙,1.54,3.41,0.68,10.65,5.63,5.02
1454,550,江铃汽车,0.97,14.12,11.65,31.77,26.74,5.03
2860,300256,星星科技,4.08,5.21,0.12,14.44,9.41,5.03
902,600516,方大炭素,0.97,3.4,1.27,10.68,5.64,5.04
1112,851,高鸿股份,3.07,4.52,0.48,13.11,8.07,5.04
319,783,长江证券,1.89,4.55,0.9,12.39,7.34,5.05
612,31,中粮地产,0.15,3.04,1.33,9.57,4.52,5.05
2767,2554,惠博普,0.48,1.95,0.5,7.99,2.93,5.06
2360,99,中信海直,1.7,4.64,1.65,13.05,7.99,5.06
596,600616,金枫酒业,1.03,3.86,1.71,11.67,6.6,5.07
1358,22,深赤湾Ａ,0.26,7.15,5.08,17.57,12.49,5.08
2893,600448,华纺股份,1.55,2.01,-0.56,8.1,3.0,5.1
2514,601599,鹿港文化,1.44,2.93,0.46,9.93,4.83,5.1
2133,2674,兴业科技,4.5,7.68,1.89,19.18,14.07,5.11
2606,600273,嘉化能源,1.08,2.89,0.73,9.81,4.7,5.11
2,601882,海天精工,0.53,2.14,0.44,8.22,3.11,5.11
1777,601012,隆基股份,2.66,4.85,1.15,13.78,8.66,5.12
653,601567,三星医疗,2.26,4.48,1.16,13.02,7.9,5.12
1982,2334,英威腾,0.35,2.26,0.82,8.57,3.43,5.14
2467,707,双环科技,1.58,2.65,-0.39,8.99,3.84,5.15
120,300315,掌趣科技,1.48,3.03,0.51,10.17,5.02,5.15
2439,603979,金诚信,3.87,8.13,2.86,20.01,14.86,5.15
1364,601601,中国太保,7.37,14.46,4.14,31.14,25.97,5.17
2206,2156,通富微电,2.08,3.94,0.77,11.98,6.79,5.19
695,2185,华天科技,2.06,4.51,1.33,13.1,7.9,5.2
2631,601113,华鼎股份,1.79,3.25,0.4,10.64,5.44,5.2
1197,659,珠海中富,0.21,0.76,-0.73,5.44,0.24,5.2
928,2081,金 螳 螂,0.06,3.65,2.33,11.24,6.04,5.2
2247,2086,东方海洋,2.31,4.13,0.72,12.36,7.16,5.2
15,2251,步 步 高,3.83,6.39,1.29,16.71,11.51,5.2
1222,600237,铜峰电子,1.48,2.43,-0.18,8.94,3.73,5.21
2379,601137,博威合金,2.93,4.84,0.81,13.79,8.58,5.21
2699,600128,弘业股份,2.87,6.15,1.74,15.98,10.76,5.22
1781,600889,南京化纤,0.74,4.7,2.3,12.96,7.74,5.22
524,6,深振业Ａ,0.36,3.22,1.04,9.85,4.62,5.23
1916,606,*ST易桥,2.72,3.45,-0.31,11.09,5.86,5.23
489,46,泛海控股,1.1,3.22,0.93,10.48,5.25,5.23
310,35,中国天楹,0.76,1.6,0.52,8.12,2.88,5.24
2577,600117,西宁特钢,0.54,0.97,-0.84,5.91,0.67,5.24
1469,603399,新华龙,2.56,3.58,-0.17,11.21,5.97,5.24
1565,600173,卧龙地产,0.02,2.28,1.01,8.55,3.31,5.24
1105,600959,江苏有线,1.66,3.3,0.51,10.72,5.47,5.25
1093,2431,棕榈股份,1.08,3.09,0.88,10.3,5.05,5.25
909,2536,西泵股份,3.28,5.43,1.02,14.98,9.73,5.25
1268,21,深科技,0.46,3.65,1.29,10.66,5.4,5.26
323,2563,森马服饰,0.95,3.54,1.35,11.1,5.84,5.26
2204,592,平潭发展,0.74,1.64,-0.12,7.54,2.26,5.28
202,2314,南山控股,1.49,2.99,0.37,10.14,4.85,5.29
190,833,贵糖股份,2.01,3.88,0.73,11.91,6.62,5.29
1885,2472,双环传动,2.15,4.38,1.12,12.95,7.65,5.3
1504,600789,鲁抗医药,1.88,3.19,0.05,10.42,5.12,5.3
2077,2237,恒邦股份,1.08,4.05,1.88,12.31,7.01,5.3
125,600380,健康元,0.71,3.44,1.62,11.09,5.77,5.32
2681,300152,科融环境,0.71,2.05,0.29,8.37,3.05,5.32
1953,601015,陕西黑猫,0.69,2.79,0.98,9.79,4.46,5.33
1046,2002,鸿达兴业,0.07,1.53,0.41,7.34,2.01,5.33
1163,2534,杭锅股份,1.52,4.16,1.47,12.48,7.15,5.33
2221,600619,海立股份,2.43,4.47,0.74,12.98,7.64,5.34
394,600155,宝硕股份,5.89,6.47,-0.43,17.28,11.93,5.35
141,300332,天壕环境,1.33,3.0,0.66,10.35,4.99,5.36
2717,300301,长方集团,1.44,2.84,0.36,10.0,4.64,5.36
2694,600206,有研新材,1.68,3.33,0.57,10.95,5.58,5.37
1405,300108,双龙股份,1.1,2.68,0.52,9.68,4.3,5.38
1107,2191,劲嘉股份,0.19,3.31,1.9,10.78,5.4,5.38
1162,600846,同济科技,0.35,2.9,1.34,9.97,4.59,5.38
1309,973,佛塑科技,0.33,2.14,0.63,8.48,3.1,5.38
688,300154,瑞凌股份,1.55,3.43,0.73,11.1,5.71,5.39
1815,600321,国栋建设,0.68,1.71,-0.03,7.75,2.36,5.39
2416,969,安泰科技,2.62,4.51,0.46,12.98,7.59,5.39
2102,413,东旭光电,3.08,4.41,0.3,13.19,7.79,5.4
1520,600673,东阳光科,0.06,1.46,0.37,7.29,1.89,5.4
479,600759,洲际油气,1.08,2.3,0.29,9.07,3.67,5.4
2800,300190,维尔利,4.86,6.77,0.84,17.88,12.47,5.41
1414,2423,*ST中特,2.12,3.45,0.24,11.22,5.81,5.41
993,600289,亿阳信通,2.34,5.51,1.31,14.58,9.16,5.42
2528,2312,三泰控股,1.99,2.99,-0.05,10.36,4.93,5.43
2430,300305,裕兴股份,2.08,4.76,1.33,13.6,8.17,5.43
2104,758,中色股份,0.47,2.48,0.95,9.33,3.9,5.43
2581,600222,太龙药业,1.14,2.58,0.36,9.51,4.08,5.43
71,600300,维维股份,0.15,1.64,0.38,7.61,2.17,5.44
289,2531,天顺风能,0.01,1.73,0.55,7.73,2.29,5.44
2605,400,许继电气,0.82,6.38,4.15,16.82,11.35,5.47
444,600337,美克家居,1.45,4.78,2.02,13.72,8.25,5.47
975,2122,天马股份,0.87,4.0,1.87,12.21,6.74,5.47
682,300147,香雪制药,3.23,5.15,0.8,14.66,9.18,5.48
1146,2100,天康生物,0.59,2.65,0.94,9.67,4.18,5.49
2397,1696,宗申动力,0.48,3.04,1.3,10.31,4.82,5.49
569,600399,抚顺特钢,0.13,1.54,0.34,7.5,2.01,5.49
1533,600525,长园集团,1.56,5.07,1.76,13.9,8.39,5.51
1225,300255,常山药业,0.61,2.32,0.65,9.09,3.58,5.51
460,600825,新华传媒,0.53,2.47,0.77,9.28,3.77,5.51
210,600370,三房巷,0.07,1.56,0.35,7.5,1.98,5.52
2875,2436,兴森科技,0.67,1.55,0.5,8.24,2.72,5.52
2029,600116,三峡水利,0.77,2.43,0.6,9.32,3.8,5.52
2799,603012,创力集团,1.35,3.78,1.28,11.94,6.41,5.53
1056,300195,长荣股份,4.34,7.19,1.65,18.71,13.18,5.53
1972,2300,太阳电缆,0.64,2.39,0.43,8.99,3.46,5.53
2556,600628,新世界,2.52,5.91,1.93,15.89,10.36,5.53
1196,2285,世联行,0.28,1.86,0.48,8.16,2.62,5.54
2542,600311,荣华实业,0.33,1.27,-0.14,7.0,1.46,5.54
773,2337,赛象科技,0.72,2.01,0.18,8.46,2.91,5.55
1362,2506,协鑫集成,0.4,0.75,-0.67,6.03,0.48,5.55
1339,600814,杭州解百,0.02,2.9,1.71,10.19,4.63,5.56
484,2650,加加食品,0.18,1.67,0.42,7.83,2.27,5.56
2644,2447,壹桥股份,0.5,2.6,1.0,9.68,4.1,5.58
1241,600703,三安光电,1.74,4.11,1.3,12.74,7.15,5.59
1809,2550,千红制药,0.05,1.85,0.68,8.18,2.58,5.6
1379,600555,海航创新,0.31,1.32,-0.13,7.1,1.5,5.6
1549,600346,恒力股份,0.32,1.89,0.51,8.33,2.72,5.61
80,717,*ST韶钢,1.33,0.1,-2.5,4.56,-1.07,5.63
535,2283,天润曲轴,1.17,3.1,0.85,10.75,5.12,5.63
527,2607,亚夏汽车,2.36,4.06,0.61,12.68,7.03,5.65
1376,600127,金健米业,0.73,1.16,-0.59,6.95,1.3,5.65
2533,972,中基健康,1.39,1.29,-1.22,7.12,1.46,5.66
1175,2489,浙江永强,0.11,1.55,0.35,7.68,2.01,5.67
2898,300004,南风股份,4.21,5.96,0.69,16.54,10.86,5.68
2468,2158,汉钟精机,1.38,3.6,1.0,11.66,5.98,5.68
574,541,佛山照明,0.23,3.96,0.69,10.57,4.88,5.69
1819,600093,禾嘉股份,3.6,5.34,0.7,15.34,9.64,5.7
930,600868,梅雁吉祥,0.22,1.18,-0.07,7.04,1.33,5.71
2842,300325,德威新材,0.06,1.43,0.37,7.59,1.86,5.73
2537,2256,兆新股份,0.02,1.17,0.13,7.05,1.32,5.73
1055,300066,三川智慧,0.07,1.39,0.25,7.47,1.71,5.76
2273,36,华联控股,0.21,2.19,0.94,9.12,3.34,5.78
2821,300303,聚飞光电,0.77,2.58,0.67,9.8,4.02,5.78
1926,600481,双良节能,0.01,1.29,0.08,7.16,1.38,5.78
168,2408,齐翔腾达,1.22,3.17,0.82,11.0,5.21,5.79
354,600776,东方通信,0.71,2.35,0.56,9.42,3.62,5.8
664,300126,锐奇股份,1.56,3.41,0.69,11.46,5.66,5.8
676,2123,梦网荣信,3.43,5.94,1.18,16.36,10.55,5.81
2709,2404,嘉欣丝绸,0.61,2.43,0.64,9.49,3.68,5.81
156,300107,建新股份,0.3,1.66,0.31,8.08,2.27,5.81
470,600456,宝钛股份,5.51,7.6,0.68,19.6,13.79,5.81
2961,2193,山东如意,6.49,9.82,2.1,24.23,18.41,5.82
371,2403,爱仕达,3.56,5.9,1.22,16.5,10.68,5.82
952,582,北部湾港,2.88,6.57,2.35,17.62,11.8,5.82
2762,600360,华微电子,0.67,2.73,0.94,10.18,4.34,5.84
2229,601231,环旭电子,0.91,3.32,1.3,11.37,5.53,5.84
1061,600668,尖峰集团,1.17,6.64,3.42,17.07,11.23,5.84
299,600240,华业资本,0.2,3.73,2.48,12.26,6.41,5.85
1654,2561,徐家汇,1.26,4.78,2.05,13.97,8.09,5.88
493,600727,鲁北化工,2.49,3.06,-0.94,10.52,4.61,5.91
364,600291,西水股份,5.45,10.3,0.74,22.4,16.49,5.91
1795,2469,三维工程,0.3,2.38,0.94,9.54,3.62,5.92
2269,728,国元证券,5.01,10.36,2.35,23.65,17.72,5.93
741,2046,轴研科技,2.32,3.69,0.23,12.17,6.24,5.93
366,600999,招商证券,2.9,8.46,2.14,19.44,13.5,5.94
852,2020,京新药业,1.89,3.7,0.76,12.29,6.35,5.94
232,2345,潮宏基,1.07,3.13,0.96,11.1,5.16,5.94
2654,600828,茂业商业,0.19,2.22,0.4,8.76,2.81,5.95
2489,603333,明星电缆,1.26,2.79,0.45,10.45,4.5,5.95
380,2397,梦洁股份,0.36,2.05,0.57,8.94,2.98,5.96
927,600415,小商品城,0.27,1.82,0.37,8.42,2.46,5.96
1861,2050,三花智控,0.26,2.87,1.5,10.59,4.63,5.96
404,600433,冠豪高新,0.55,1.95,0.34,8.8,2.84,5.96
1395,2689,远大智能,0.14,1.46,0.27,7.84,1.87,5.97
2661,600178,东安动力,1.86,3.94,0.55,12.32,6.35,5.97
386,2613,北玻股份,0.61,2.08,0.38,9.05,3.07,5.98
183,2495,佳隆股份,0.06,1.19,0.09,7.33,1.34,5.99
813,600336,澳柯玛,0.73,1.57,-0.27,8.02,2.03,5.99
1372,600422,昆药集团,1.79,4.41,1.43,13.63,7.63,6.0
2469,600643,爱建集团,1.78,4.31,1.34,13.44,7.43,6.01
1012,600073,上海梅林,1.81,3.46,0.57,11.85,5.84,6.01
2956,511,*ST烯碳,0.06,1.21,-0.01,7.27,1.26,6.01
363,300090,盛运环保,1.64,3.99,1.08,12.72,6.71,6.01
714,2671,龙泉股份,2.52,4.29,0.69,13.52,7.5,6.02
2367,600062,华润双鹤,0.91,9.07,6.68,22.68,16.66,6.02
1177,2272,川润股份,1.52,2.77,0.19,10.5,4.48,6.02
1683,2216,三全食品,0.31,2.41,1.04,9.79,3.76,6.03
1417,2448,中原内配,0.9,3.62,1.55,12.1,6.07,6.03
1324,600503,华丽家族,0.75,2.34,0.47,9.59,3.56,6.03
739,300006,莱美药业,0.72,2.05,0.29,9.1,3.06,6.04
114,600683,京投发展,0.44,2.68,1.09,10.25,4.21,6.04
1969,852,石化机械,1.58,3.69,0.78,12.1,6.05,6.05
2381,600644,乐山电力,2.55,2.33,-1.41,9.52,3.47,6.05
1378,2484,江海股份,2.5,4.67,0.96,14.18,8.13,6.05
2018,546,金圆股份,1.04,3.51,1.4,12.0,5.95,6.05
1950,601313,江南嘉捷,0.88,4.18,1.96,13.08,7.02,6.06
1348,2318,久立特材,0.8,3.04,1.1,11.0,4.94,6.06
627,2258,利尔化学,1.54,3.74,1.0,12.35,6.28,6.07
407,2480,新筑股份,2.24,3.59,0.26,12.16,6.09,6.07
2441,927,一汽夏利,0.84,0.45,-1.7,5.68,-0.41,6.09
840,919,金陵药业,0.93,4.98,2.41,14.42,8.32,6.1
486,2347,泰尔股份,1.16,2.72,0.48,10.46,4.36,6.1
1311,600530,交大昂立,0.08,2.1,0.31,8.6,2.49,6.11
919,600958,东方证券,2.9,6.52,1.2,16.73,10.62,6.11
1757,600332,白云山,6.07,10.69,3.04,25.91,19.8,6.11
467,300247,乐金健康,0.96,2.08,0.28,9.46,3.32,6.14
2763,600489,中金黄金,1.21,3.88,1.48,12.72,6.57,6.15
1300,2542,中化岩土,0.2,1.55,0.31,8.21,2.06,6.15
1901,600617,国新能源,0.88,3.44,1.46,11.94,5.78,6.16
1389,5,世纪星源,0.6,1.21,-0.41,7.56,1.4,6.16
1310,2437,誉衡药业,0.15,1.73,0.51,8.55,2.39,6.16
430,601100,恒立液压,3.31,5.52,1.02,16.01,9.85,6.16
2742,2155,湖南黄金,1.07,3.79,1.26,12.29,6.12,6.17
2535,720,新能泰山,0.34,1.04,-0.47,7.08,0.91,6.17
2148,2588,史丹利,0.26,3.41,1.98,11.82,5.65,6.17
1082,601007,金陵饭店,1.35,4.64,2.01,14.17,8.0,6.17
2270,836,鑫茂科技,0.17,1.38,0.16,7.88,1.71,6.17
268,2202,金风科技,3.0,6.99,2.21,18.38,12.2,6.18
2084,637,茂化实华,0.01,1.59,0.21,7.99,1.81,6.18
2001,2317,众生药业,1.75,4.03,1.17,13.13,6.95,6.18
2580,600354,敦煌种业,1.7,1.84,-0.93,8.8,2.61,6.19
1484,601098,中南传媒,2.47,6.74,2.96,18.37,12.17,6.2
2020,600299,安迪苏,0.83,4.43,2.8,14.26,8.06,6.2
1192,300118,东方日升,3.35,5.42,1.06,16.03,9.83,6.2
2722,600235,民丰特纸,2.36,3.57,0.01,12.14,5.94,6.2
1226,2560,通达股份,1.62,3.46,0.86,12.15,5.94,6.21
1160,2152,广电运通,1.92,5.09,1.68,14.9,8.69,6.21
134,601002,晋亿实业,1.39,2.89,0.31,10.8,4.59,6.21
1128,300067,安诺其,0.37,1.95,0.56,9.1,2.88,6.22
2949,2490,山东墨龙,1.06,3.06,0.78,11.13,4.9,6.23
2517,600328,兰太实业,2.29,4.51,0.99,14.03,7.79,6.24
1328,573,粤宏远Ａ,0.89,2.45,0.22,9.8,3.56,6.24
362,2429,兆驰股份,0.27,3.16,1.47,11.15,4.9,6.25
2746,600844,丹化科技,1.73,1.88,-0.9,8.96,2.71,6.25
698,300086,康芝药业,2.48,3.99,0.42,13.15,6.89,6.26
2180,300041,回天新材,1.57,3.88,1.1,12.82,6.55,6.27
297,600835,上海机电,2.0,8.76,4.38,21.41,15.14,6.27
1998,2221,东华能源,2.33,4.01,0.6,13.22,6.94,6.28
2343,663,永安林业,4.72,5.92,0.06,16.99,10.7,6.29
1034,2162,悦心健康,0.07,0.98,-0.27,7.07,0.78,6.29
2538,960,锡业股份,4.53,5.3,-0.49,15.63,9.34,6.29
732,600009,上海机场,1.34,11.21,8.19,27.04,20.74,6.3
801,600283,钱江水利,3.31,4.24,-0.42,13.43,7.13,6.3
48,603128,华贸物流,1.91,3.51,0.59,12.34,6.01,6.33
2301,600648,外高桥,3.31,8.21,3.02,20.87,14.54,6.33
1924,600831,广电网络,1.91,4.61,1.56,14.42,8.08,6.34
2022,2701,奥瑞金,0.03,2.1,0.98,9.45,3.11,6.34
1857,666,经纬纺机,2.71,9.19,3.61,21.86,15.51,6.35
705,600698,湖南天雁,0.39,0.68,-0.79,6.64,0.28,6.36
2385,300259,新天科技,1.33,3.15,0.73,11.58,5.21,6.37
1375,600641,万业企业,0.24,4.79,2.46,13.86,7.49,6.37
2686,2264,新 华 都,1.67,2.71,-0.07,10.68,4.31,6.37
762,519,江南红箭,0.99,4.1,2.05,13.51,7.14,6.37
2617,811,烟台冰轮,0.62,5.12,2.9,15.03,8.64,6.39
2474,600183,生益科技,0.82,3.31,1.08,11.6,5.21,6.39
1759,600637,东方明珠,4.55,9.86,3.57,24.38,17.98,6.4
957,300002,神州泰岳,0.24,2.53,1.19,10.36,3.96,6.4
2515,782,美达股份,1.21,2.31,-0.01,9.92,3.51,6.41
2745,756,新华制药,1.12,4.28,1.38,13.2,6.78,6.42
2582,718,苏宁环球,0.34,2.4,1.06,10.24,3.8,6.44
2696,506,中润资源,0.06,1.67,0.46,8.63,2.19,6.44
1125,600302,标准股份,1.0,3.24,0.57,11.27,4.81,6.46
2883,300355,蒙草生态,0.88,2.71,0.7,10.75,4.29,6.46
850,600660,福耀玻璃,2.48,6.72,2.75,18.41,11.95,6.46
481,600992,贵绳股份,3.43,5.51,0.84,16.25,9.78,6.47
694,2195,二三四五,1.79,3.33,0.51,12.12,5.63,6.49
643,600693,东百集团,0.14,2.03,0.69,9.35,2.86,6.49
2693,600090,同济堂,1.35,3.67,1.23,12.75,6.25,6.5
1797,632,三木集团,0.0,2.64,0.26,9.41,2.9,6.51
2613,2096,南岭民爆,1.75,5.85,2.53,16.66,10.13,6.53
990,888,峨眉山Ａ,0.81,3.8,1.71,12.86,6.32,6.54
1854,600186,莲花健康,0.3,0.04,-1.33,5.56,-0.99,6.55
1425,2630,华西能源,1.7,4.14,1.3,13.69,7.14,6.55
2736,2452,长高集团,0.43,2.4,0.87,10.25,3.7,6.55
1525,600602,云赛智联,1.08,2.64,0.29,10.56,4.01,6.55
566,601028,玉龙股份,1.15,2.92,0.61,11.24,4.68,6.56
1864,2173,*ST创疗,6.07,7.6,0.46,20.7,14.13,6.57
1084,2348,高乐股份,0.01,1.3,0.23,8.11,1.54,6.57
293,2381,双箭股份,1.55,3.8,1.07,12.99,6.42,6.57
946,156,华数传媒,4.34,6.74,1.23,18.89,12.31,6.58
2635,2637,赞宇科技,2.72,4.78,0.97,15.08,8.47,6.61
1223,2493,荣盛石化,1.96,4.71,1.68,14.96,8.35,6.61
2047,922,佳电股份,2.1,2.93,-0.39,11.27,4.64,6.63
2378,2121,科陆电子,0.25,2.0,0.67,9.55,2.92,6.63
2319,600975,新五丰,0.43,1.93,0.43,9.43,2.79,6.64
1269,600784,鲁银投资,0.79,2.61,0.67,10.72,4.07,6.65
423,300055,万邦达,4.17,6.27,1.04,18.15,11.48,6.67
903,300169,天晟新材,2.54,3.84,0.25,13.35,6.63,6.72
1179,2443,金洲管道,1.49,3.78,1.15,13.14,6.42,6.72
2098,600865,百大集团,0.62,4.06,1.98,13.41,6.66,6.75
1906,600316,洪都航空,4.38,7.18,0.93,19.25,12.49,6.76
1214,2743,富煌钢构,3.49,5.77,1.15,17.18,10.41,6.77
2578,600505,西昌电力,0.21,2.79,1.29,11.06,4.29,6.77
798,2807,江阴银行,0.4,4.86,1.31,13.35,6.57,6.78
336,603011,合锻智能,2.27,3.73,0.41,13.19,6.41,6.78
2173,967,盈峰环境,2.5,4.76,0.55,14.59,7.81,6.78
85,950,*ST建峰,1.79,1.93,-1.05,9.46,2.67,6.79
774,990,诚志股份,3.8,6.19,1.23,18.02,11.22,6.8
1408,300068,南都电源,5.05,7.29,1.13,20.27,13.47,6.8
231,300239,东宝生物,0.33,1.55,0.17,8.87,2.05,6.82
1769,300057,万顺股份,2.8,5.23,1.31,16.16,9.34,6.82
1792,2170,芭田股份,0.39,2.22,0.7,10.16,3.31,6.85
2852,426,兴业矿业,0.71,2.35,0.52,10.44,3.58,6.86
810,2056,横店东磁,1.3,4.64,2.01,14.81,7.95,6.86
2457,2570,贝因美,1.16,3.18,0.78,11.99,5.12,6.87
2428,2688,金河生物,0.85,2.47,0.54,10.73,3.86,6.87
2626,600287,江苏舜天,0.44,2.89,1.14,11.35,4.47,6.88
262,300058,蓝色光标,0.74,2.33,0.78,10.73,3.85,6.88
1403,600624,复旦复华,0.25,1.59,0.34,9.07,2.18,6.89
940,8,神州高铁,0.95,2.11,0.14,10.09,3.2,6.89
337,300197,铁汉生态,1.37,3.21,0.77,12.25,5.35,6.9
507,600985,雷鸣科化,1.65,4.71,1.67,14.94,8.03,6.91
2300,2250,联化科技,1.12,5.14,2.88,16.05,9.14,6.91
2674,2426,胜利精密,0.45,1.9,0.42,9.68,2.77,6.91
921,2169,智光电气,4.89,6.83,0.88,19.54,12.6,6.94
2121,600651,飞乐音响,1.48,3.28,0.78,12.48,5.54,6.94
2275,906,物产中拓,2.19,4.24,0.93,14.3,7.36,6.94
702,600614,鼎立股份,1.46,2.69,0.21,11.31,4.36,6.95
1396,955,欣龙控股,0.87,1.12,-0.75,8.2,1.24,6.96
57,2662,京威股份,2.79,5.87,1.78,17.4,10.44,6.96
900,600598,北大荒,1.36,3.32,0.29,11.93,4.97,6.96
2222,153,丰原药业,1.53,3.69,0.8,12.98,6.02,6.96
1206,566,海南海药,2.48,4.06,0.56,14.06,7.1,6.96
1028,300032,金龙机电,4.09,5.77,0.57,17.4,10.43,6.97
427,523,广州浪奇,1.93,3.32,0.3,12.52,5.55,6.97
516,981,银亿股份,0.23,2.21,1.73,11.15,4.17,6.98
113,2033,丽江旅游,1.79,5.26,2.17,16.2,9.22,6.98
1788,600517,置信电气,0.28,2.45,1.05,10.77,3.78,6.99
775,601999,出版传媒,1.02,3.49,1.24,12.74,5.75,6.99
2527,300050,世纪鼎利,2.33,4.23,0.8,14.36,7.36,7.0
2443,603227,雪峰科技,0.5,1.75,0.17,9.42,2.42,7.0
360,300287,飞利信,2.3,3.79,0.48,13.58,6.57,7.01
1431,300139,晓程科技,2.12,4.72,1.33,15.19,8.17,7.02
2820,2164,宁波东力,0.98,2.43,0.36,10.82,3.77,7.05
1833,601368,绿城水务,1.22,3.69,1.25,13.22,6.16,7.06
745,2453,天马精化,0.6,2.1,0.46,10.23,3.16,7.07
2308,2367,康力电梯,1.47,4.3,1.65,14.49,7.42,7.07
1352,300039,上海凯宝,0.31,2.63,1.17,11.18,4.11,7.07
2948,600719,大连热电,0.25,1.72,0.07,9.12,2.04,7.08
1111,2012,凯恩股份,0.58,2.49,0.76,10.92,3.83,7.09
4,2389,南洋科技,3.11,4.82,0.66,15.68,8.59,7.09
1006,600079,人福医药,2.99,7.64,2.33,20.06,12.96,7.1
1900,2465,海格通信,1.21,2.98,0.67,11.96,4.86,7.1
809,600770,综艺股份,1.71,2.64,-0.1,11.37,4.25,7.12
2227,2500,山西证券,2.37,4.28,0.5,14.28,7.15,7.13
1323,600728,佳都科技,0.73,1.66,-0.11,9.41,2.28,7.13
2530,600280,中央商场,0.01,1.5,0.09,8.74,1.6,7.14
2113,600366,宁波韵升,1.19,8.29,5.22,21.85,14.7,7.15
2195,958,东方能源,3.29,4.74,0.31,15.5,8.34,7.16
452,962,*ST东钽,2.72,2.96,-1.33,11.51,4.35,7.16
1023,300201,海伦哲,0.08,1.26,0.16,8.66,1.5,7.16
2475,2614,蒙发利,2.04,4.52,1.43,15.15,7.99,7.16
2548,2682,龙洲股份,1.89,5.12,1.97,16.15,8.98,7.17
1347,600312,平高电气,2.23,5.65,1.43,16.49,9.31,7.18
2134,2586,围海股份,0.58,2.19,0.47,10.42,3.24,7.18
2223,2547,春兴精工,0.47,1.96,0.47,10.09,2.9,7.19
1249,2088,鲁阳节能,2.3,7.02,3.16,19.68,12.48,7.2
2930,980,金马股份,2.4,4.0,0.56,14.17,6.96,7.21
1066,2369,卓翼科技,1.36,2.79,0.34,11.7,4.49,7.21
710,2399,海普瑞,3.39,6.4,1.24,18.25,11.03,7.22
2724,600707,彩虹股份,5.89,2.0,-5.21,9.9,2.68,7.22
2364,600662,强生控股,0.73,3.04,0.91,11.92,4.68,7.24
2740,600281,太化股份,1.12,0.96,-1.28,8.05,0.8,7.25
1341,9,中国宝安,0.16,2.11,0.8,10.34,3.07,7.27
450,600754,锦江股份,9.22,13.18,1.7,31.37,24.1,7.27
1990,600398,海澜之家,0.45,2.08,1.17,10.98,3.7,7.28
1234,603003,龙宇燃油,8.03,9.23,0.13,24.67,17.39,7.28
2394,300370,安控科技,0.71,2.06,0.3,10.36,3.07,7.29
2712,300181,佐力药业,0.68,2.18,0.42,10.58,3.28,7.3
2870,600207,安彩高科,3.33,2.18,-2.6,10.21,2.91,7.3
384,2400,省广股份,1.54,3.74,1.2,13.79,6.48,7.31
2169,600550,保变电气,2.06,0.21,-3.07,6.51,-0.8,7.31
2817,593,大通燃气,1.91,3.2,0.32,12.74,5.43,7.31
1798,2504,弘高创意,0.18,1.05,0.77,9.31,2.0,7.31
1482,601128,常熟银行,0.31,4.39,0.9,12.91,5.6,7.31
897,600388,龙净环保,0.45,3.54,1.89,13.2,5.88,7.32
1994,2543,万和电气,2.84,6.33,2.27,18.76,11.44,7.32
2772,300292,吴通控股,0.67,1.99,0.31,10.3,2.97,7.33
2058,60,中金岭南,0.67,3.44,1.53,12.97,5.64,7.33
2758,600490,鹏欣资源,0.11,1.25,0.04,8.74,1.4,7.34
2220,600382,广东明珠,0.2,8.1,4.61,20.25,12.91,7.34
722,600722,金牛化工,2.42,1.28,-2.27,8.78,1.43,7.35
1064,300133,华策影视,1.63,3.54,0.93,13.46,6.1,7.36
1530,600552,凯盛科技,3.54,6.06,1.46,18.43,11.06,7.37
338,755,山西三维,2.41,1.67,-2.02,9.44,2.06,7.38
1008,600477,杭萧钢构,0.25,1.87,0.57,10.07,2.69,7.38
2685,600232,金鹰股份,1.09,3.2,0.79,12.46,5.08,7.38
2108,2665,首航节能,0.05,1.45,0.35,9.23,1.85,7.38
2429,931,中 关 村,1.49,1.26,-1.37,8.77,1.38,7.39
2304,600731,湖南海利,1.48,2.31,-0.28,10.9,3.51,7.39
2030,878,云南铜业,3.11,3.96,-0.52,13.96,6.55,7.41
1235,2661,克明面业,4.08,6.07,0.97,18.54,11.12,7.42
593,2245,澳洋顺昌,0.08,1.87,0.68,10.06,2.63,7.43
1946,600359,新农开发,2.45,1.83,-1.79,9.93,2.49,7.44
203,600737,中粮屯河,2.01,3.13,0.01,12.59,5.15,7.44
1119,603369,今世缘,0.59,3.59,1.77,13.39,5.95,7.44
1164,2557,洽洽食品,3.12,5.66,1.24,17.48,10.02,7.46
1189,300172,中电环保,0.24,2.12,0.8,10.62,3.16,7.46
1873,600667,太极实业,0.18,1.41,0.08,9.13,1.67,7.46
